Date,Crakehill (t-1),Skip Bridge (t-1),Westwick (t-1),Skelton (t-1),Arkengarthdale (t-1),East Cowton (t-1),Malham Tarn (t-1),Snaizeholme (t-1),Skelton Flow
13/08/1995,2.50,1.10,2.27,4.15,3.20,8.80,43.20,6.40,4.45
14/08/1995,2.59,1.12,2.23,4.45,0.00,0.00,0.00,0.00,4.38
15/08/1995,2.51,1.07,2.21,4.38,0.00,0.00,0.00,0.00,4.20
16/08/1995,2.44,1.06,2.16,4.20,0.00,0.00,0.00,0.00,4.08
17/08/1995,2.41,1.04,2.16,4.08,0.00,0.00,0.80,0.00,3.86
18/08/1995,2.37,1.04,2.12,3.86,0.00,0.00,0.00,0.00,4.12
19/08/1995,2.34,1.03,2.10,4.12,0.00,0.00,0.00,0.00,4.18
20/08/1995,2.35,1.04,2.13,4.18,0.00,0.00,0.00,0.00,4.01
21/08/1995,2.39,1.02,2.17,4.01,0.00,0.00,0.00,0.00,3.97
22/08/1995,2.27,1.02,2.09,3.97,0.00,0.00,0.00,0.00,4.14
23/08/1995,2.13,1.00,2.04,4.14,0.00,0.00,0.00,0.00,3.69
24/08/1995,2.08,1.04,2.02,3.69,2.40,0.00,2.40,2.40,3.76
25/08/1995,2.06,1.00,2.00,3.76,0.80,0.00,29.60,7.20,3.75
26/08/1995,2.11,1.02,1.95,3.75,0.80,0.80,0.00,0.80,4.25
27/08/1995,2.17,1.06,2.10,4.25,1.60,0.80,11.20,3.20,4.55
28/08/1995,2.38,1.10,2.11,4.55,0.00,0.00,8.00,5.60,4.55
29/08/1995,2.23,1.06,2.11,4.55,0.00,0.00,0.00,0.00,4.43
30/08/1995,2.19,1.04,2.20,4.43,0.80,0.00,4.80,4.00,4.62
31/08/1995,2.24,1.04,2.26,4.62,0.00,0.00,0.00,0.00,4.63
01/09/1995,2.26,1.10,2.29,4.63,0.00,0.00,0.00,0.00,4.69
02/09/1995,2.27,1.11,2.31,4.69,0.80,0.00,0.80,0.00,4.77
03/09/1995,2.40,1.18,2.30,4.77,0.00,11.20,16.80,4.00,4.94
04/09/1995,2.55,1.16,2.31,4.94,17.60,25.60,12.80,7.20,5.22
05/09/1995,2.88,1.17,2.45,5.22,0.00,0.00,4.80,0.00,5.34
06/09/1995,2.72,1.14,2.41,5.34,0.80,0.00,0.00,2.40,5.25
07/09/1995,2.66,1.14,2.38,5.25,4.80,3.20,3.20,0.80,8.92
08/09/1995,5.09,3.54,3.65,8.92,35.20,71.20,47.20,24.80,22.79
09/09/1995,9.26,9.59,5.91,22.79,4.80,24.80,0.80,1.60,20.01
10/09/1995,7.62,3.83,5.59,20.01,0.00,52.80,0.00,0.00,11.31
11/09/1995,5.51,1.91,3.88,11.31,28.00,10.00,46.40,25.60,15.12
12/09/1995,8.24,3.87,4.58,15.12,5.60,69.60,5.60,27.20,18.72
13/09/1995,8.44,2.33,6.84,18.72,5.60,0.00,1.60,0.80,14.16
14/09/1995,5.69,1.91,5.14,14.16,0.00,0.00,7.20,0.00,10.98
15/09/1995,4.82,1.64,4.15,10.98,0.00,0.00,0.00,0.00,9.33
16/09/1995,4.18,1.48,3.77,9.33,0.00,0.00,0.00,0.00,8.33
17/09/1995,3.73,1.38,3.41,8.33,0.00,0.00,0.00,0.00,7.61
18/09/1995,3.60,1.32,3.22,7.61,2.40,9.60,11.60,0.00,7.52
19/09/1995,3.67,1.34,3.18,7.52,0.00,0.00,0.00,4.00,7.27
20/09/1995,3.39,1.32,3.10,7.27,0.80,0.00,0.00,0.00,6.84
21/09/1995,3.20,1.30,2.99,6.84,0.00,0.00,0.00,0.00,6.59
22/09/1995,3.10,1.27,2.88,6.59,0.00,0.00,0.00,0.00,6.28
23/09/1995,3.04,1.29,2.77,6.28,1.60,0.00,2.40,1.60,6.04
24/09/1995,2.93,1.27,2.69,6.04,1.60,0.00,6.40,15.20,6.28
25/09/1995,3.00,1.34,5.03,6.28,16.80,12.00,43.20,51.60,13.20
26/09/1995,5.79,1.44,7.82,13.20,2.40,4.00,40.80,13.60,18.67
27/09/1995,5.62,2.73,15.25,18.67,0.00,0.00,18.40,2.40,17.88
28/09/1995,5.57,2.22,8.65,17.88,11.20,1.60,42.40,8.80,12.14
29/09/1995,4.32,1.70,6.86,12.14,0.00,0.00,15.20,2.40,10.73
30/09/1995,4.16,1.47,5.53,10.73,0.00,0.00,0.80,0.00,9.43
01/10/1995,3.71,1.45,4.72,9.43,1.60,0.00,20.00,7.20,8.58
02/10/1995,3.53,1.65,4.18,8.58,4.00,2.40,14.40,16.00,9.64
03/10/1995,3.66,1.52,6.43,9.64,5.60,6.40,6.40,4.00,11.20
04/10/1995,5.01,1.43,6.42,11.20,6.40,1.60,29.60,43.20,24.47
05/10/1995,9.34,1.43,25.34,24.47,6.40,12.00,15.20,12.80,31.62
06/10/1995,12.30,1.53,15.58,31.62,0.80,0.00,29.20,9.60,32.10
07/10/1995,15.50,1.72,32.47,32.10,26.40,6.40,53.60,46.40,56.63
08/10/1995,22.90,2.36,24.88,56.63,4.00,0.00,18.40,13.60,28.70
09/10/1995,10.30,1.79,15.64,28.70,0.80,0.00,0.00,0.00,20.15
10/10/1995,8.00,1.62,10.19,20.15,4.00,0.00,0.00,0.80,12.82
11/10/1995,5.82,1.50,7.30,12.82,1.60,0.00,0.00,0.00,11.69
12/10/1995,4.98,1.46,6.04,11.69,0.00,0.00,0.80,0.00,9.75
13/10/1995,4.50,1.47,5.18,9.75,0.00,0.00,4.00,0.80,9.05
14/10/1995,4.18,1.45,4.55,9.05,0.00,0.00,0.00,0.00,8.78
15/10/1995,3.91,1.45,4.17,8.78,0.00,0.00,0.00,0.00,8.09
16/10/1995,3.69,1.44,3.90,8.09,0.00,0.00,8.80,8.00,8.05
17/10/1995,3.52,1.42,3.93,8.05,0.00,0.00,0.00,0.80,8.66
18/10/1995,3.74,1.73,5.60,8.66,13.60,4.00,32.00,44.00,17.19
19/10/1995,5.67,1.55,13.41,17.19,0.80,0.00,0.00,0.00,14.48
20/10/1995,5.19,1.45,7.04,14.48,1.60,0.00,19.20,3.20,11.44
21/10/1995,4.34,1.46,7.19,11.44,0.80,2.40,6.40,0.80,12.02
22/10/1995,4.62,1.47,6.82,12.02,0.00,0.00,0.00,0.00,10.47
23/10/1995,4.01,1.42,5.42,10.47,0.00,0.00,0.00,9.60,9.25
24/10/1995,3.70,1.39,4.83,9.25,0.00,0.00,0.00,0.80,9.19
25/10/1995,3.85,1.42,5.05,9.19,12.00,20.00,17.60,0.00,13.35
26/10/1995,5.26,1.97,12.36,13.35,1.60,0.00,11.20,0.00,22.87
27/10/1995,9.27,1.59,12.17,22.87,1.60,0.00,16.80,0.00,15.78
28/10/1995,6.06,1.47,8.01,15.78,0.80,2.40,16.80,0.00,13.41
29/10/1995,5.19,1.42,7.62,13.41,0.00,0.00,0.80,0.00,11.75
30/10/1995,4.55,1.41,6.24,11.75,0.00,0.00,0.80,0.00,10.26
31/10/1995,4.12,1.40,5.36,10.26,0.00,0.00,0.80,0.00,9.34
01/11/1995,3.88,1.43,4.85,9.34,1.60,2.40,0.00,13.60,8.60
02/11/1995,3.66,1.35,4.49,8.60,0.00,0.00,0.00,0.00,8.09
03/11/1995,3.55,1.37,4.18,8.09,0.00,0.00,0.00,0.00,7.74
04/11/1995,3.48,1.35,3.94,7.74,0.00,0.00,0.00,0.00,7.14
05/11/1995,3.27,1.30,3.93,7.14,0.00,0.00,0.00,0.00,6.91
06/11/1995,3.21,1.28,3.73,6.91,0.00,0.00,0.00,0.00,6.76
07/11/1995,3.13,1.31,3.55,6.76,0.00,1.60,0.00,0.00,6.48
08/11/1995,3.10,1.34,3.53,6.48,0.00,11.20,0.00,0.80,6.40
09/11/1995,3.19,1.37,3.50,6.40,1.60,18.40,0.00,3.20,6.78
10/11/1995,3.31,1.51,3.52,6.78,1.60,7.20,0.00,1.60,7.23
11/11/1995,3.39,1.60,3.62,7.23,12.80,25.60,0.00,9.60,10.64
12/11/1995,5.50,2.81,14.23,10.64,44.80,56.00,0.00,40.00,59.55
13/11/1995,31.10,4.94,33.16,59.55,0.00,0.00,0.00,0.00,35.39
14/11/1995,11.90,2.44,13.65,35.39,0.00,0.00,0.00,0.00,20.00
15/11/1995,7.77,1.89,9.24,20.00,0.00,0.00,0.00,4.80,17.30
16/11/1995,7.29,2.08,10.70,17.30,36.80,56.00,0.00,61.60,76.99
17/11/1995,52.80,3.80,58.58,76.99,45.60,77.60,0.00,6.40,66.66
18/11/1995,27.40,3.00,21.62,66.66,0.80,21.60,0.00,0.00,31.58
19/11/1995,13.20,2.05,12.59,31.58,0.00,0.00,0.00,0.00,21.68
20/11/1995,9.66,1.77,9.36,21.68,0.00,0.00,0.00,0.00,18.17
21/11/1995,8.95,1.68,7.93,18.17,0.80,0.00,0.00,0.00,16.77
22/11/1995,8.10,1.68,7.17,16.77,15.20,9.60,0.00,20.80,20.67
23/11/1995,10.70,1.73,12.39,20.67,3.20,0.00,0.00,5.60,22.52
24/11/1995,9.56,1.72,11.40,22.52,8.00,0.00,0.00,12.80,37.03
25/11/1995,20.70,1.75,45.11,37.03,23.20,16.80,0.00,59.20,88.54
26/11/1995,36.00,2.33,42.93,88.54,2.40,1.60,0.00,3.20,45.18
27/11/1995,15.80,2.28,22.00,45.18,6.40,7.20,0.00,1.60,33.22
28/11/1995,13.30,2.23,15.47,33.22,6.40,3.20,0.00,3.20,25.97
29/11/1995,11.20,1.97,12.26,25.97,4.80,0.00,5.60,2.40,22.97
30/11/1995,10.20,1.90,10.69,22.97,0.80,0.80,3.20,0.80,21.25
01/12/1995,9.50,2.02,9.85,21.25,0.00,0.00,0.00,0.00,18.87
02/12/1995,8.31,1.99,8.34,18.87,0.80,0.00,1.60,0.00,16.80
03/12/1995,7.55,2.00,7.62,16.80,2.40,1.60,4.00,1.60,19.35
04/12/1995,9.34,3.30,8.99,19.35,11.20,56.00,30.40,10.40,38.07
05/12/1995,16.10,7.19,15.43,38.07,8.00,13.60,7.20,11.20,36.07
06/12/1995,15.00,3.87,12.33,36.07,1.60,4.80,0.00,0.00,27.62
07/12/1995,12.50,3.23,10.02,27.62,12.80,13.60,0.80,16.00,29.03
08/12/1995,13.50,3.84,10.00,29.03,2.40,0.80,0.80,4.00,26.62
09/12/1995,11.60,3.31,9.14,26.62,0.00,4.80,0.80,4.00,22.38
10/12/1995,9.78,2.82,8.25,22.38,12.00,0.00,21.60,1.60,25.32
11/12/1995,12.20,2.87,17.48,25.32,0.00,0.00,2.40,0.00,36.19
12/12/1995,14.60,3.05,16.24,36.19,0.80,0.00,0.00,0.00,25.58
13/12/1995,10.50,2.34,11.33,25.58,1.60,0.00,0.80,0.00,21.41
14/12/1995,9.30,2.13,9.82,21.41,7.20,8.00,0.80,0.00,20.00
15/12/1995,8.97,2.17,9.16,20.00,9.60,10.40,2.40,0.80,19.40
16/12/1995,9.20,2.18,8.60,19.40,1.60,0.00,3.20,1.60,19.10
17/12/1995,9.14,2.14,8.14,19.10,1.60,0.80,0.00,0.00,18.54
18/12/1995,9.37,2.11,7.68,18.54,0.00,0.00,0.00,0.00,17.29
19/12/1995,8.34,2.04,7.14,17.29,0.00,0.00,0.00,0.80,15.99
20/12/1995,7.66,2.15,6.62,15.99,0.80,3.20,0.00,2.40,15.33
21/12/1995,7.63,2.16,6.43,15.33,0.00,0.00,0.00,0.00,14.81
22/12/1995,7.06,2.13,6.07,14.81,0.00,0.80,0.00,2.40,35.64
23/12/1995,22.40,10.93,28.58,35.64,39.20,87.20,74.80,40.80,99.21
24/12/1995,57.80,10.53,35.35,99.21,8.80,26.40,1.60,1.60,63.44
25/12/1995,28.30,5.52,19.24,63.44,0.00,2.40,0.00,4.00,38.36
26/12/1995,16.90,3.97,13.23,38.36,0.00,0.00,0.00,0.00,25.95
27/12/1995,11.70,3.15,8.96,25.95,0.00,0.00,0.80,0.00,19.98
28/12/1995,11.20,2.51,9.15,19.98,0.00,0.00,0.80,0.00,16.57
29/12/1995,8.40,2.51,9.16,16.57,0.00,0.00,0.00,0.00,16.63
30/12/1995,8.99,2.51,9.18,16.63,0.00,0.00,0.00,0.00,15.82
31/12/1995,7.61,2.41,9.12,15.82,0.00,0.00,0.00,0.00,17.90
01/01/1996,8.34,3.01,7.56,17.90,0.00,7.20,2.40,0.00,18.88
02/01/1996,8.74,3.14,7.50,18.88,26.40,2.40,16.80,8.00,21.18
03/01/1996,10.20,3.42,9.15,21.18,8.00,0.00,0.00,0.80,22.95
04/01/1996,10.10,3.57,10.54,22.95,0.80,0.00,0.00,0.00,30.86
05/01/1996,15.30,3.90,17.17,30.86,11.20,5.60,16.00,8.00,48.28
06/01/1996,23.90,5.14,26.77,48.28,8.00,4.80,28.00,18.40,69.82
07/01/1996,34.50,7.98,32.61,69.82,8.00,4.80,4.80,2.40,87.50
08/01/1996,44.00,13.71,47.78,87.50,20.00,8.80,21.60,16.80,111.70
09/01/1996,53.70,14.28,57.16,111.70,18.40,20.80,63.20,24.00,128.90
10/01/1996,61.00,15.16,54.12,128.90,0.80,3.20,7.20,0.80,84.33
11/01/1996,32.40,10.55,30.09,84.33,0.80,0.00,2.80,0.80,58.66
12/01/1996,21.90,9.29,24.24,58.66,20.00,12.00,1.60,10.40,66.55
13/01/1996,30.50,11.39,30.11,66.55,8.00,1.60,12.00,6.40,101.40
14/01/1996,48.60,12.26,69.09,101.40,16.80,12.00,38.40,36.80,100.90
15/01/1996,40.10,9.85,39.24,100.90,1.60,0.00,24.00,0.80,61.25
16/01/1996,21.80,8.24,25.49,61.25,0.00,0.00,0.00,0.00,46.70
17/01/1996,17.20,7.60,19.15,46.70,0.80,0.00,0.00,0.00,39.46
18/01/1996,15.10,6.59,15.75,39.46,0.00,0.00,1.60,0.00,32.78
19/01/1996,13.70,4.04,13.59,32.78,0.00,0.00,0.00,0.00,29.13
20/01/1996,12.50,3.77,12.17,29.13,0.80,0.00,0.00,0.00,27.66
21/01/1996,12.10,3.83,11.75,27.66,3.20,0.00,4.80,3.20,27.16
22/01/1996,12.10,3.86,11.33,27.16,0.00,0.00,0.00,0.00,25.62
23/01/1996,11.20,3.60,10.39,25.62,5.60,0.00,0.80,0.00,23.95
24/01/1996,10.50,3.53,9.94,23.95,0.00,0.00,0.00,0.00,22.13
25/01/1996,9.78,3.29,9.03,22.13,0.00,0.00,0.00,0.00,20.28
26/01/1996,9.04,3.06,8.27,20.28,0.00,0.00,0.00,0.00,18.58
27/01/1996,8.38,2.97,7.51,18.58,0.00,8.00,0.00,0.00,18.11
28/01/1996,8.23,3.05,7.36,18.11,0.00,17.60,0.00,0.00,18.05
29/01/1996,8.27,3.15,7.12,18.05,0.00,0.00,0.00,0.00,18.26
30/01/1996,8.38,2.98,7.25,18.26,0.00,0.00,0.00,0.00,18.13
31/01/1996,8.59,3.06,7.01,18.13,0.00,0.00,0.00,0.00,19.88
01/02/1996,10.00,3.22,6.95,19.88,0.80,0.00,0.00,0.80,21.32
02/02/1996,10.30,3.35,6.84,21.32,0.00,0.00,0.00,1.60,21.32
03/02/1996,10.00,3.65,6.88,21.32,1.60,0.00,0.00,1.60,21.71
04/02/1996,11.10,3.79,7.00,21.71,8.00,10.40,0.00,0.00,25.15
05/02/1996,13.30,4.16,7.11,25.15,3.20,0.80,0.80,0.80,24.38
06/02/1996,11.90,3.65,7.00,24.38,0.00,0.00,0.00,0.00,21.76
07/02/1996,10.20,3.27,6.71,21.76,0.00,4.80,0.00,0.00,19.01
08/02/1996,9.04,3.01,6.58,19.01,0.00,0.80,0.00,0.00,17.25
09/02/1996,8.20,2.78,6.34,17.25,3.20,1.60,10.40,1.60,20.58
10/02/1996,12.70,3.00,7.58,20.58,0.00,37.60,12.00,14.40,60.62
11/02/1996,29.70,10.64,48.99,60.62,27.20,1.60,47.20,39.20,160.90
12/02/1996,82.20,19.01,98.64,160.90,14.40,0.00,26.40,8.00,220.20
13/02/1996,133.00,40.81,105.63,220.20,4.00,115.20,76.80,53.60,232.80
14/02/1996,139.00,37.48,70.86,232.80,0.00,15.20,0.00,0.80,178.90
15/02/1996,83.30,23.77,40.95,178.90,0.00,0.00,0.00,0.80,114.50
16/02/1996,51.80,14.67,32.20,114.50,0.00,0.00,0.00,0.00,127.40
17/02/1996,77.60,14.09,61.80,127.40,0.00,0.80,0.00,20.80,126.70
18/02/1996,59.80,12.77,44.60,126.70,0.00,0.00,0.00,33.60,139.50
19/02/1996,60.50,20.27,84.13,139.50,0.00,15.20,0.00,24.00,111.40
20/02/1996,39.80,16.06,39.72,111.40,0.00,4.80,0.00,0.00,69.55
21/02/1996,23.20,12.67,25.71,69.55,0.00,4.00,0.00,2.40,54.79
22/02/1996,20.30,10.10,20.68,54.79,0.00,10.40,0.00,2.40,52.58
23/02/1996,25.60,9.70,21.29,52.58,0.00,12.00,0.00,6.40,66.00
24/02/1996,34.00,10.33,22.41,66.00,0.00,0.80,0.00,21.60,91.42
25/02/1996,46.20,11.72,55.43,91.42,0.00,2.40,0.00,12.80,104.70
26/02/1996,49.30,11.82,40.51,104.70,0.00,9.60,0.00,14.40,74.81
27/02/1996,30.20,10.04,27.29,74.81,0.00,0.00,0.80,4.00,58.99
28/02/1996,22.30,10.23,21.65,58.99,0.00,0.00,0.00,0.00,50.42
29/02/1996,19.30,9.11,19.01,50.42,0.00,0.00,0.80,0.00,44.56
01/03/1996,17.40,8.48,16.56,44.56,0.00,0.00,0.00,0.00,42.51
02/03/1996,17.50,7.77,17.18,42.51,0.00,0.00,0.00,0.00,42.84
03/03/1996,19.60,5.41,19.07,42.84,0.00,3.20,0.00,4.80,49.60
04/03/1996,25.90,5.23,19.67,49.60,0.00,5.60,0.00,0.00,52.67
05/03/1996,25.60,5.11,19.83,52.67,0.00,0.00,1.60,0.00,45.33
06/03/1996,19.70,4.78,15.52,45.33,0.00,0.00,4.00,0.00,36.83
07/03/1996,16.30,4.45,12.84,36.83,0.00,0.00,0.80,0.80,33.24
08/03/1996,15.20,3.66,11.67,33.24,0.00,0.80,0.80,1.60,31.39
09/03/1996,14.60,3.42,11.30,31.39,0.00,4.80,0.00,0.00,28.85
10/03/1996,13.40,3.85,10.58,28.85,0.00,7.20,8.00,7.20,26.76
11/03/1996,12.30,3.61,10.33,26.76,0.00,0.00,0.00,0.00,25.89
12/03/1996,12.20,3.56,10.10,25.89,0.00,8.00,23.20,28.80,29.22
13/03/1996,13.10,4.44,11.43,29.22,0.00,8.80,0.00,0.00,30.08
14/03/1996,12.60,4.22,10.90,30.08,0.00,0.00,0.00,0.00,27.33
15/03/1996,12.00,4.02,9.86,27.33,0.00,0.00,0.00,0.80,26.48
16/03/1996,12.20,4.29,9.60,26.48,0.00,0.00,0.80,0.00,29.56
17/03/1996,13.80,6.46,11.13,29.56,0.00,16.00,16.00,11.20,38.89
18/03/1996,17.70,8.40,12.86,38.89,0.00,0.00,22.40,7.20,39.75
19/03/1996,17.20,7.20,14.18,39.75,0.00,0.00,0.00,0.00,39.42
20/03/1996,16.70,6.47,16.59,39.42,0.00,0.80,0.00,0.00,40.85
21/03/1996,17.40,5.96,17.51,40.85,0.00,0.00,0.00,0.00,38.01
22/03/1996,16.00,5.45,15.63,38.01,0.00,1.60,2.40,0.80,43.07
23/03/1996,21.30,6.23,19.67,43.07,0.00,11.20,2.40,0.80,46.38
24/03/1996,20.30,6.58,18.91,46.38,0.00,0.80,3.20,0.00,49.81
25/03/1996,22.40,6.13,22.59,49.81,0.00,0.00,3.20,0.00,46.05
26/03/1996,19.90,5.37,18.74,46.05,0.00,0.00,0.00,0.80,38.93
27/03/1996,16.90,5.03,15.79,38.93,0.00,1.60,0.00,0.80,34.02
28/03/1996,15.20,4.64,13.66,34.02,0.00,0.00,0.00,0.00,30.28
29/03/1996,13.80,4.33,12.04,30.28,0.00,0.00,0.00,0.00,27.85
30/03/1996,13.00,3.93,11.04,27.85,0.00,0.00,0.00,0.00,25.08
31/03/1996,11.80,3.64,10.05,25.08,0.00,0.00,0.00,0.00,23.31
01/04/1996,11.00,4.16,9.36,23.31,0.00,1.60,0.00,0.00,23.26
02/04/1996,10.40,4.19,8.70,23.26,0.00,0.00,0.00,8.80,20.73
03/04/1996,9.72,3.31,8.13,20.73,0.00,0.00,0.00,0.80,19.42
04/04/1996,9.20,3.12,7.73,19.42,0.00,4.00,4.00,0.00,18.40
05/04/1996,8.90,3.01,7.34,18.40,0.00,0.00,0.00,0.00,17.77
06/04/1996,8.75,2.77,7.17,17.77,0.00,0.00,0.00,0.00,17.29
07/04/1996,8.58,2.71,7.08,17.29,0.00,0.00,0.00,0.00,16.94
08/04/1996,8.48,2.67,6.95,16.94,0.00,0.00,0.00,0.00,16.52
09/04/1996,8.25,2.62,6.93,16.52,0.00,0.00,1.60,8.00,16.33
10/04/1996,8.50,2.59,7.03,16.33,0.00,0.00,0.00,0.00,17.87
11/04/1996,9.14,2.68,7.67,17.87,9.60,5.60,9.60,4.00,17.41
12/04/1996,8.41,2.64,7.40,17.41,2.40,0.00,0.00,0.00,16.91
13/04/1996,8.15,2.73,7.34,16.91,3.20,0.00,2.40,0.80,16.41
14/04/1996,7.89,2.62,7.04,16.41,0.00,0.00,3.20,2.40,15.39
15/04/1996,7.38,2.50,6.71,15.39,3.20,0.00,6.40,1.60,14.82
16/04/1996,7.23,2.51,6.62,14.82,0.00,0.00,1.60,0.80,14.87
17/04/1996,7.36,2.50,6.62,14.87,0.80,1.60,30.40,15.20,14.88
18/04/1996,7.44,2.56,6.87,14.88,2.40,0.80,12.00,4.00,16.84
19/04/1996,7.61,2.50,13.92,16.84,0.80,4.80,47.20,32.00,34.25
20/04/1996,12.40,3.37,20.91,34.25,0.00,0.80,0.80,0.00,24.36
21/04/1996,8.99,2.80,11.72,24.36,0.80,2.40,3.20,0.00,18.61
22/04/1996,7.74,2.71,9.42,18.61,0.00,0.00,0.80,0.80,17.85
23/04/1996,7.26,2.87,8.31,17.85,0.80,0.00,0.00,0.00,29.55
24/04/1996,13.40,5.60,25.00,29.55,0.00,42.40,72.80,48.00,50.88
25/04/1996,18.90,4.12,30.63,50.88,0.00,0.00,80.00,10.40,48.77
26/04/1996,16.70,3.65,26.72,48.77,0.00,23.20,13.60,1.60,35.72
27/04/1996,13.40,3.14,16.20,35.72,0.00,0.80,16.00,0.00,26.47
28/04/1996,10.70,2.80,13.66,26.47,0.00,0.00,12.00,0.00,23.78
29/04/1996,9.81,2.63,11.89,23.78,0.00,5.60,19.20,0.00,19.78
30/04/1996,8.59,2.75,9.71,19.78,0.00,0.80,29.60,0.00,20.01
01/05/1996,8.58,4.00,11.34,20.01,0.00,36.80,27.20,0.00,36.92
02/05/1996,14.20,9.68,35.41,36.92,0.00,15.20,38.40,16.00,118.00
03/05/1996,47.60,33.62,55.28,118.00,0.00,20.80,0.80,4.00,79.52
04/05/1996,26.10,16.15,24.12,79.52,0.00,0.00,8.00,0.00,42.63
05/05/1996,14.80,8.36,15.96,42.63,0.00,0.00,0.00,0.00,30.78
06/05/1996,11.70,6.17,12.67,30.78,0.00,0.00,0.00,0.00,25.43
07/05/1996,10.10,5.05,10.64,25.43,0.00,11.20,3.20,0.00,22.11
08/05/1996,9.06,4.34,9.42,22.11,0.00,0.00,0.00,0.00,19.42
09/05/1996,8.34,3.85,8.37,19.42,0.00,4.00,0.00,0.00,17.46
10/05/1996,7.82,3.55,7.66,17.46,0.80,0.00,0.00,0.80,16.54
11/05/1996,7.43,3.40,7.29,16.54,14.40,21.60,3.20,2.40,16.78
12/05/1996,7.91,3.51,7.83,16.78,11.20,10.40,1.60,4.80,18.09
13/05/1996,8.84,3.43,8.57,18.09,8.80,8.00,0.80,0.80,19.11
14/05/1996,9.84,3.28,8.30,19.11,0.00,0.00,0.00,0.80,17.79
15/05/1996,8.51,2.97,7.25,17.79,0.00,0.00,0.00,0.00,15.21
16/05/1996,7.48,2.83,6.65,15.21,0.00,0.00,0.00,0.00,14.01
17/05/1996,6.96,2.64,6.31,14.01,0.00,0.80,0.00,0.00,13.28
18/05/1996,6.72,2.62,6.12,13.28,2.40,2.40,0.80,0.00,13.03
19/05/1996,6.65,2.56,5.98,13.03,0.00,0.00,0.00,0.00,13.34
20/05/1996,6.82,2.78,5.98,13.34,8.80,24.00,22.40,4.80,13.40
21/05/1996,6.79,2.61,6.81,13.40,15.20,0.00,42.40,5.60,17.43
22/05/1996,8.38,2.54,10.01,17.43,0.00,0.00,0.80,0.00,16.83
23/05/1996,7.60,2.85,8.96,16.83,11.20,8.80,52.00,7.20,27.83
24/05/1996,11.20,4.41,18.44,27.83,3.20,2.40,7.20,1.60,28.70
25/05/1996,10.50,4.58,13.57,28.70,1.60,4.00,4.80,3.20,22.70
26/05/1996,8.59,3.70,10.62,22.70,0.00,0.00,11.20,0.00,17.83
27/05/1996,7.29,3.20,8.62,17.83,18.40,8.00,64.80,24.80,22.79
28/05/1996,10.80,3.93,16.27,22.79,5.60,7.20,41.20,5.60,28.93
29/05/1996,11.10,3.55,12.58,28.93,6.40,0.00,197.20,13.60,29.35
30/05/1996,9.59,3.42,24.60,29.35,0.00,0.00,0.00,6.40,34.53
31/05/1996,10.70,4.22,22.15,34.53,15.20,9.60,12.80,4.80,33.95
01/06/1996,12.60,4.02,17.43,33.95,0.80,0.80,4.00,0.00,22.37
02/06/1996,8.53,3.03,10.60,22.37,0.80,0.00,0.80,0.80,17.71
03/06/1996,7.66,2.63,8.54,17.71,0.00,4.80,158.80,0.00,15.35
04/06/1996,6.84,2.47,7.38,15.35,3.20,2.40,33.60,0.00,13.49
05/06/1996,6.21,2.34,6.75,13.49,0.00,4.00,4.00,0.00,12.65
06/06/1996,6.16,2.24,6.38,12.65,0.00,0.00,0.00,0.00,10.77
07/06/1996,5.70,2.16,5.67,10.77,3.20,0.00,0.80,0.00,11.59
08/06/1996,6.04,2.47,5.91,11.59,4.00,21.60,8.80,0.00,16.58
09/06/1996,6.90,5.39,5.88,16.58,0.80,15.20,0.80,0.00,12.38
10/06/1996,5.42,2.79,4.95,12.38,0.80,0.00,0.00,0.00,10.47
11/06/1996,5.10,2.38,4.64,10.47,1.60,3.20,7.20,0.00,10.41
12/06/1996,5.02,2.84,4.64,10.41,4.00,12.80,44.00,8.00,11.46
13/06/1996,4.91,2.92,6.53,11.46,0.00,0.00,0.00,0.00,12.42
14/06/1996,4.76,2.31,6.61,12.42,0.00,0.00,0.00,11.20,10.31
15/06/1996,4.49,2.11,5.20,10.31,0.00,0.00,0.00,0.00,8.88
16/06/1996,4.30,1.99,4.52,8.88,0.00,0.00,0.00,0.00,8.47
17/06/1996,4.12,1.94,4.08,8.47,0.00,0.00,0.00,0.00,7.69
18/06/1996,4.03,1.92,3.89,7.69,0.00,0.00,0.00,0.00,8.20
19/06/1996,3.91,1.82,3.84,8.20,0.00,0.00,0.00,0.00,8.27
20/06/1996,3.89,1.81,3.75,8.27,0.00,0.00,4.00,0.00,7.80
21/06/1996,3.89,1.80,3.63,7.80,0.00,0.00,0.00,0.00,7.31
22/06/1996,3.86,1.79,3.57,7.31,0.00,0.00,0.00,0.00,7.86
23/06/1996,3.79,1.78,3.52,7.86,0.00,0.00,0.00,0.00,8.03
24/06/1996,3.72,1.74,3.44,8.03,0.00,0.00,0.00,0.00,7.59
25/06/1996,3.56,1.74,3.40,7.59,0.00,0.00,0.00,0.00,7.20
26/06/1996,3.40,1.70,3.32,7.20,0.00,0.00,0.00,0.00,7.30
27/06/1996,3.53,1.78,3.36,7.30,11.20,0.00,14.40,0.80,7.64
28/06/1996,3.57,1.84,3.39,7.64,0.00,0.00,0.00,0.00,8.89
29/06/1996,4.02,2.64,3.82,8.89,7.20,32.80,38.40,0.00,9.10
30/06/1996,3.95,2.15,3.57,9.10,0.80,0.00,13.60,0.00,8.01
